2+3+6+8	[2, 3, 6, 8]	19
2+4+5+8	[2, 4, 5, 8]	19
2+4+6+7	[2, 4, 6, 7]	19
3+4+5+7	[3, 4, 5, 7]	19
2+5+3*4	[2, 3, 4, 5]	19
3+4+2*6	[2, 3, 4, 6]	19
3+8+2*4	[2, 3, 4, 8]	19
4+9+2*3	[2, 3, 4, 9]	19
3+6+2*5	[2, 3, 5, 6]	19
5+8+2*3	[2, 3, 5, 8]	19
6+7+2*3	[2, 3, 6, 7]	19
5+6+2*4	[2, 4, 5, 6]	19
(3+4)*2+5	[2, 3, 4, 5]	19
2*10	[2, 10]	20
4*5	[4, 5]	20
6+14	[6, 14]	20
7+13	[7, 13]	20
8+12	[8, 12]	20
9+11	[9, 11]	20
(2+3)*4	[2, 3, 4]	20
2*3+14	[2, 3, 14]	20
2*4+12	[2, 4, 12]	20
2*5+10	[2, 5, 10]	20
2*6+8	[2, 6, 8]	20
2*7+6	[2, 6, 7]	20
2*8+4	[2, 4, 8]	20
3*4+8	[3, 4, 8]	20
3*6+2	[2, 3, 6]	20
(3+7)*2	[2, 3, 7]	20
(4+6)*2	[2, 4, 6]	20
2+3+4+11	[2, 3, 4, 11]	20
2+3+5+10	[2, 3, 5, 10]	20
2+3+6+9	[2, 3, 6, 9]	20
2+3+7+8	[2, 3, 7, 8]	20
2+4+5+9	[2, 4, 5, 9]	20
2+4+6+8	[2, 4, 6, 8]	20
2+5+6+7	[2, 5, 6, 7]	20
3+4+5+8	[3, 4, 5, 8]	20
3+4+6+7	[3, 4, 6, 7]	20
2+6+3*4	[2, 3, 4, 6]	20
3+9+2*4	[2, 3, 4, 9]	20
4+10+2*3	[2, 3, 4, 10]	20
3+5+2*6	[2, 3, 5, 6]	20
3+7+2*5	[2, 3, 5, 7]	20
5+9+2*3	[2, 3, 5, 9]	20
6+8+2*3	[2, 3, 6, 8]	20
4+6+2*5	[2, 4, 5, 6]	20
5+7+2*4	[2, 4, 5, 7]	20
(3+5)*2+4	[2, 3, 4, 5]	20
(3+4)*2+6	[2, 3, 4, 6]	20
3*7	[3, 7]	21
7+14	[7, 14]	21
8+13	[8, 13]	21
9+12	[9, 12]	21
10+11	[10, 11]	21
2*4+13	[2, 4, 13]	21
(2+5)*3	[2, 3, 5]	21
2*5+11	[2, 5, 11]	21
2*6+9	[2, 6, 9]	21
2*8+5	[2, 5, 8]	21
2*9+3	[2, 3, 9]	21
3*4+9	[3, 4, 9]	21
3*5+6	[3, 5, 6]	21
2+3+4+12	[2, 3, 4, 12]	21
2+3+5+11	[2, 3, 5, 11]	21
2+3+6+10	[2, 3, 6, 10]	21
2+3+7+9	[2, 3, 7, 9]	21
2+4+5+10	[2, 4, 5, 10]	21
2+4+6+9	[2, 4, 6, 9]	21
2+4+7+8	[2, 4, 7, 8]	21
2+5+6+8	[2, 5, 6, 8]	21
3+4+5+9	[3, 4, 5, 9]	21
3+4+6+8	[3, 4, 6, 8]	21
3+5+6+7	[3, 5, 6, 7]	21
2+4+3*5	[2, 3, 4, 5]	21
2+7+3*4	[2, 3, 4, 7]	21
3+4+2*7	[2, 3, 4, 7]	21
3+10+2*4	[2, 3, 4, 10]	21
4+11+2*3	[2, 3, 4, 11]	21
3+8+2*5	[2, 3, 5, 8]	21
5+10+2*3	[2, 3, 5, 10]	21
6+9+2*3	[2, 3, 6, 9]	21
7+8+2*3	[2, 3, 7, 8]	21
4+5+2*6	[2, 4, 5, 6]	21
4+7+2*5	[2, 4, 5, 7]	21
5+8+2*4	[2, 4, 5, 8]	21
6+7+2*4	[2, 4, 6, 7]	21
(4+5)*2+3	[2, 3, 4, 5]	21
(3+4)*2+7	[2, 3, 4, 7]	21
2*11	[2, 11]	22
8+14	[8, 14]	22
9+13	[9, 13]	22
10+12	[10, 12]	22
2*4+14	[2, 4, 14]	22
2*5+12	[2, 5, 12]	22
2*6+10	[2, 6, 10]	22
2*7+8	[2, 7, 8]	22
2*8+6	[2, 6, 8]	22
2*9+4	[2, 4, 9]	22
3*4+10	[3, 4, 10]	22
3*5+7	[3, 5, 7]	22
3*6+4	[3, 4, 6]	22
(3+8)*2	[2, 3, 8]	22
4*5+2	[2, 4, 5]	22
(4+7)*2	[2, 4, 7]	22
(5+6)*2	[2, 5, 6]	22
2+3+4+13	[2, 3, 4, 13]	22
2+3+5+12	[2, 3, 5, 12]	22
2+3+6+11	[2, 3, 6, 11]	22
2+3+7+10	[2, 3, 7, 10]	22
2+3+8+9	[2, 3, 8, 9]	22
2+4+5+11	[2, 4, 5, 11]	22
2+4+6+10	[2, 4, 6, 10]	22
2+4+7+9	[2, 4, 7, 9]	22
2+5+6+9	[2, 5, 6, 9]	22
2+5+7+8	[2, 5, 7, 8]	22
3+4+5+10	[3, 4, 5, 10]	22
3+4+6+9	[3, 4, 6, 9]	22
3+4+7+8	[3, 4, 7, 8]	22
3+5+6+8	[3, 5, 6, 8]	22
4+5+6+7	[4, 5, 6, 7]	22
2*5+3*4	[2, 3, 4, 5]	22
2+8+3*4	[2, 3, 4, 8]	22
3+11+2*4	[2, 3, 4, 11]	22
4+12+2*3	[2, 3, 4, 12]	22
3+5+2*7	[2, 3, 5, 7]	22
3+9+2*5	[2, 3, 5, 9]	22
5+11+2*3	[2, 3, 5, 11]	22
3+7+2*6	[2, 3, 6, 7]	22
6+10+2*3	[2, 3, 6, 10]	22
7+9+2*3	[2, 3, 7, 9]	22
4+8+2*5	[2, 4, 5, 8]	22
5+9+2*4	[2, 4, 5, 9]	22
6+8+2*4	[2, 4, 6, 8]	22
(3+6)*2+4	[2, 3, 4, 6]	22
(3+4)*2+8	[2, 3, 4, 8]	22
(3+5)*2+6	[2, 3, 5, 6]	22
9+14	[9, 14]	23
10+13	[10, 13]	23
11+12	[11, 12]	23
2*5+13	[2, 5, 13]	23
2*6+11	[2, 6, 11]	23
2*7+9	[2, 7, 9]	23
2*8+7	[2, 7, 8]	23
2*9+5	[2, 5, 9]	23
2*10+3	[2, 3, 10]	23
3*4+11	[3, 4, 11]	23
3*5+8	[3, 5, 8]	23
3*6+5	[3, 5, 6]	23
3*7+2	[2, 3, 7]	23
4*5+3	[3, 4, 5]	23
2+3+4+14	[2, 3, 4, 14]	23
2+3+5+13	[2, 3, 5, 13]	23
2+3+6+12	[2, 3, 6, 12]	23
2+3+7+11	[2, 3, 7, 11]	23
2+3+8+10	[2, 3, 8, 10]	23
2+4+5+12	[2, 4, 5, 12]	23
2+4+6+11	[2, 4, 6, 11]	23
2+4+7+10	[2, 4, 7, 10]	23
2+4+8+9	[2, 4, 8, 9]	23
2+5+6+10	[2, 5, 6, 10]	23
2+5+7+9	[2, 5, 7, 9]	23
2+6+7+8	[2, 6, 7, 8]	23
3+4+5+11	[3, 4, 5, 11]	23
3+4+6+10	[3, 4, 6, 10]	23
3+4+7+9	[3, 4, 7, 9]	23
3+5+6+9	[3, 5, 6, 9]	23
3+5+7+8	[3, 5, 7, 8]	23
4+5+6+8	[4, 5, 6, 8]	23
2*4+3*5	[2, 3, 4, 5]	23
3+4+2*8	[2, 3, 4, 8]	23
2+9+3*4	[2, 3, 4, 9]	23
3+12+2*4	[2, 3, 4, 12]	23
4+13+2*3	[2, 3, 4, 13]	23
2+6+3*5	[2, 3, 5, 6]	23
3+10+2*5	[2, 3, 5, 10]	23
5+12+2*3	[2, 3, 5, 12]	23
3+6+2*7	[2, 3, 6, 7]	23
3+8+2*6	[2, 3, 6, 8]	23
6+11+2*3	[2, 3, 6, 11]	23
7+10+2*3	[2, 3, 7, 10]	23
8+9+2*3	[2, 3, 8, 9]	23
4+5+2*7	[2, 4, 5, 7]	23
4+9+2*5	[2, 4, 5, 9]	23
5+10+2*4	[2, 4, 5, 10]	23
4+7+2*6	[2, 4, 6, 7]	23
6+9+2*4	[2, 4, 6, 9]	23
7+8+2*4	[2, 4, 7, 8]	23
6+7+2*5	[2, 5, 6, 7]	23
5+6+3*4	[3, 4, 5, 6]	23
(2+4)*3+5	[2, 3, 4, 5]	23
(4+6)*2+3	[2, 3, 4, 6]	23
(3+4)*2+9	[2, 3, 4, 9]	23
(3+6)*2+5	[2, 3, 5, 6]	23
(3+5)*2+7	[2, 3, 5, 7]	23
2*12	[2, 12]	24
3*8	[3, 8]	24
4*6	[4, 6]	24
10+14	[10, 14]	24
11+13	[11, 13]	24
2*5+14	[2, 5, 14]	24
(2+6)*3	[2, 3, 6]	24
2*6+12	[2, 6, 12]	24
2*7+10	[2, 7, 10]	24
2*9+6	[2, 6, 9]	24
2*10+4	[2, 4, 10]	24
3*4+12	[3, 4, 12]	24
3*5+9	[3, 5, 9]	24
(3+9)*2	[2, 3, 9]	24
(4+8)*2	[2, 4, 8]	24
(5+7)*2	[2, 5, 7]	24
2+3+5+14	[2, 3, 5, 14]	24
2+3+6+13	[2, 3, 6, 13]	24
2+3+7+12	[2, 3, 7, 12]	24
2+3+8+11	[2, 3, 8, 11]	24
2+3+9+10	[2, 3, 9, 10]	24
2+4+5+13	[2, 4, 5, 13]	24
2+4+6+12	[2, 4, 6, 12]	24
2+4+7+11	[2, 4, 7, 11]	24
2+4+8+10	[2, 4, 8, 10]	24
2+5+6+11	[2, 5, 6, 11]	24
2+5+7+10	[2, 5, 7, 10]	24
2+5+8+9	[2, 5, 8, 9]	24
2+6+7+9	[2, 6, 7, 9]	24
3+4+5+12	[3, 4, 5, 12]	24
3+4+6+11	[3, 4, 6, 11]	24
3+4+7+10	[3, 4, 7, 10]	24
3+4+8+9	[3, 4, 8, 9]	24
3+5+6+10	[3, 5, 6, 10]	24
3+5+7+9	[3, 5, 7, 9]	24
3+6+7+8	[3, 6, 7, 8]	24
4+5+6+9	[4, 5, 6, 9]	24
4+5+7+8	[4, 5, 7, 8]	24
2*6+3*4	[2, 3, 4, 6]	24
2+4+3*6	[2, 3, 4, 6]	24
2+10+3*4	[2, 3, 4, 10]	24
3+13+2*4	[2, 3, 4, 13]	24
4+14+2*3	[2, 3, 4, 14]	24
2+7+3*5	[2, 3, 5, 7]	24
3+5+2*8	[2, 3, 5, 8]	24
3+11+2*5	[2, 3, 5, 11]	24
5+13+2*3	[2, 3, 5, 13]	24
3+9+2*6	[2, 3, 6, 9]	24
6+12+2*3	[2, 3, 6, 12]	24
7+11+2*3	[2, 3, 7, 11]	24
8+10+2*3	[2, 3, 8, 10]	24
4+10+2*5	[2, 4, 5, 10]	24
5+11+2*4	[2, 4, 5, 11]	24
4+6+2*7	[2, 4, 6, 7]	24
4+8+2*6	[2, 4, 6, 8]	24
6+10+2*4	[2, 4, 6, 10]	24
7+9+2*4	[2, 4, 7, 9]	24
5+7+2*6	[2, 5, 6, 7]	24
6+8+2*5	[2, 5, 6, 8]	24
5+7+3*4	[3, 4, 5, 7]	24
(3+4+5)*2	[2, 3, 4, 5]	24
(2+4)*3+6	[2, 3, 4, 6]	24
(3+7)*2+4	[2, 3, 4, 7]	24
(3+4)*2+10	[2, 3, 4, 10]	24
(3+5)*2+8	[2, 3, 5, 8]	24
(4+5)*2+6	[2, 4, 5, 6]	24
11+14	[11, 14]	25
12+13	[12, 13]	25
(2+3)*5	[2, 3, 5]	25
2*6+13	[2, 6, 13]	25
2*7+11	[2, 7, 11]	25
2*8+9	[2, 8, 9]	25
2*9+7	[2, 7, 9]	25
2*10+5	[2, 5, 10]	25
2*11+3	[2, 3, 11]	25
3*4+13	[3, 4, 13]	25
3*5+10	[3, 5, 10]	25
3*6+7	[3, 6, 7]	25
3*7+4	[3, 4, 7]	25
2+3+6+14	[2, 3, 6, 14]	25
2+3+7+13	[2, 3, 7, 13]	25
2+3+8+12	[2, 3, 8, 12]	25
2+3+9+11	[2, 3, 9, 11]	25
2+4+5+14	[2, 4, 5, 14]	25
2+4+6+13	[2, 4, 6, 13]	25
2+4+7+12	[2, 4, 7, 12]	25
2+4+8+11	[2, 4, 8, 11]	25
2+4+9+10	[2, 4, 9, 10]	25
2+5+6+12	[2, 5, 6, 12]	25
2+5+7+11	[2, 5, 7, 11]	25
2+5+8+10	[2, 5, 8, 10]	25
2+6+7+10	[2, 6, 7, 10]	25
2+6+8+9	[2, 6, 8, 9]	25
3+4+5+13	[3, 4, 5, 13]	25
3+4+6+12	[3, 4, 6, 12]	25
3+4+7+11	[3, 4, 7, 11]	25
3+4+8+10	[3, 4, 8, 10]	25
3+5+6+11	[3, 5, 6, 11]	25
3+5+7+10	[3, 5, 7, 10]	25
3+5+8+9	[3, 5, 8, 9]	25
3+6+7+9	[3, 6, 7, 9]	25
4+5+6+10	[4, 5, 6, 10]	25
4+5+7+9	[4, 5, 7, 9]	25
4+6+7+8	[4, 6, 7, 8]	25
2+3+4*5	[2, 3, 4, 5]	25
3+4+2*9	[2, 3, 4, 9]	25
2+11+3*4	[2, 3, 4, 11]	25
3+14+2*4	[2, 3, 4, 14]	25
2+5+3*6	[2, 3, 5, 6]	25
2+8+3*5	[2, 3, 5, 8]	25
3+12+2*5	[2, 3, 5, 12]	25
5+14+2*3	[2, 3, 5, 14]	25
3+6+2*8	[2, 3, 6, 8]	25
3+10+2*6	[2, 3, 6, 10]	25
6+13+2*3	[2, 3, 6, 13]	25
3+8+2*7	[2, 3, 7, 8]	25
7+12+2*3	[2, 3, 7, 12]	25
8+11+2*3	[2, 3, 8, 11]	25
9+10+2*3	[2, 3, 9, 10]	25
4+5+2*8	[2, 4, 5, 8]	25
4+11+2*5	[2, 4, 5, 11]	25
5+12+2*4	[2, 4, 5, 12]	25
4+9+2*6	[2, 4, 6, 9]	25
6+11+2*4	[2, 4, 6, 11]	25
7+10+2*4	[2, 4, 7, 10]	25
8+9+2*4	[2, 4, 8, 9]	25
5+6+2*7	[2, 5, 6, 7]	25
5+8+2*6	[2, 5, 6, 8]	25
6+9+2*5	[2, 5, 6, 9]	25
7+8+2*5	[2, 5, 7, 8]	25
4+6+3*5	[3, 4, 5, 6]	25
5+8+3*4	[3, 4, 5, 8]	25
6+7+3*4	[3, 4, 6, 7]	25
(2+3)*4+5	[2, 3, 4, 5]	25
(2+5)*3+4	[2, 3, 4, 5]	25
(2+4)*3+7	[2, 3, 4, 7]	25
(4+7)*2+3	[2, 3, 4, 7]	25
(3+4)*2+11	[2, 3, 4, 11]	25
(5+6)*2+3	[2, 3, 5, 6]	25
(3+7)*2+5	[2, 3, 5, 7]	25
(3+5)*2+9	[2, 3, 5, 9]	25
(3+6)*2+7	[2, 3, 6, 7]	25
(4+6)*2+5	[2, 4, 5, 6]	25
(4+5)*2+7	[2, 4, 5, 7]	25
2*13	[2, 13]	26
12+14	[12, 14]	26
2*6+14	[2, 6, 14]	26
2*7+12	[2, 7, 12]	26
2*8+10	[2, 8, 10]	26
2*9+8	[2, 8, 9]	26
2*10+6	[2, 6, 10]	26
2*11+4	[2, 4, 11]	26
3*4+14	[3, 4, 14]	26
3*5+11	[3, 5, 11]	26
3*6+8	[3, 6, 8]	26
3*7+5	[3, 5, 7]	26
3*8+2	[2, 3, 8]	26
(3+10)*2	[2, 3, 10]	26
4*5+6	[4, 5, 6]	26
4*6+2	[2, 4, 6]	26
(4+9)*2	[2, 4, 9]	26
(5+8)*2	[2, 5, 8]	26
(6+7)*2	[2, 6, 7]	26
2+3+7+14	[2, 3, 7, 14]	26
2+3+8+13	[2, 3, 8, 13]	26
2+3+9+12	[2, 3, 9, 12]	26
2+3+10+11	[2, 3, 10, 11]	26
2+4+6+14	[2, 4, 6, 14]	26
2+4+7+13	[2, 4, 7, 13]	26
2+4+8+12	[2, 4, 8, 12]	26
2+4+9+11	[2, 4, 9, 11]	26
2+5+6+13	[2, 5, 6, 13]	26
2+5+7+12	[2, 5, 7, 12]	26
2+5+8+11	[2, 5, 8, 11]	26
2+5+9+10	[2, 5, 9, 10]	26
2+6+7+11	[2, 6, 7, 11]	26
2+6+8+10	[2, 6, 8, 10]	26
2+7+8+9	[2, 7, 8, 9]	26
3+4+5+14	[3, 4, 5, 14]	26
3+4+6+13	[3, 4, 6, 13]	26
3+4+7+12	[3, 4, 7, 12]	26
3+4+8+11	[3, 4, 8, 11]	26
3+4+9+10	[3, 4, 9, 10]	26
3+5+6+12	[3, 5, 6, 12]	26
3+5+7+11	[3, 5, 7, 11]	26
3+5+8+10	[3, 5, 8, 10]	26
3+6+7+10	[3, 6, 7, 10]	26
3+6+8+9	[3, 6, 8, 9]	26
4+5+6+11	[4, 5, 6, 11]	26
4+5+7+10	[4, 5, 7, 10]	26
4+5+8+9	[4, 5, 8, 9]	26
4+6+7+9	[4, 6, 7, 9]	26
5+6+7+8	[5, 6, 7, 8]	26
2*3+4*5	[2, 3, 4, 5]	26
2*4+3*6	[2, 3, 4, 6]	26
2*7+3*4	[2, 3, 4, 7]	26
2+12+3*4	[2, 3, 4, 12]	26
2+9+3*5	[2, 3, 5, 9]	26
3+5+2*9	[2, 3, 5, 9]	26
3+13+2*5	[2, 3, 5, 13]	26
3+11+2*6	[2, 3, 6, 11]	26
6+14+2*3	[2, 3, 6, 14]	26
3+7+2*8	[2, 3, 7, 8]	26
3+9+2*7	[2, 3, 7, 9]	26
7+13+2*3	[2, 3, 7, 13]	26
8+12+2*3	[2, 3, 8, 12]	26
9+11+2*3	[2, 3, 9, 11]	26
4+12+2*5	[2, 4, 5, 12]	26
5+13+2*4	[2, 4, 5, 13]	26
4+6+2*8	[2, 4, 6, 8]	26
4+10+2*6	[2, 4, 6, 10]	26
6+12+2*4	[2, 4, 6, 12]	26
4+8+2*7	[2, 4, 7, 8]	26
7+11+2*4	[2, 4, 7, 11]	26
8+10+2*4	[2, 4, 8, 10]	26
5+9+2*6	[2, 5, 6, 9]	26
6+10+2*5	[2, 5, 6, 10]	26
7+9+2*5	[2, 5, 7, 9]	26
4+7+3*5	[3, 4, 5, 7]	26
5+9+3*4	[3, 4, 5, 9]	26
6+8+3*4	[3, 4, 6, 8]	26
(3+4+6)*2	[2, 3, 4, 6]	26
(2+3)*4+6	[2, 3, 4, 6]	26
(2+4)*3+8	[2, 3, 4, 8]	26
(3+8)*2+4	[2, 3, 4, 8]	26
(3+4)*2+12	[2, 3, 4, 12]	26
(3+5)*2+10	[2, 3, 5, 10]	26
(3+7)*2+6	[2, 3, 6, 7]	26
(3+6)*2+8	[2, 3, 6, 8]	26
(5+6)*2+4	[2, 4, 5, 6]	26
(4+5)*2+8	[2, 4, 5, 8]	26
3*9	[3, 9]	27
13+14	[13, 14]	27
(2+7)*3	[2, 3, 7]	27
2*7+13	[2, 7, 13]	27
2*8+11	[2, 8, 11]	27
2*10+7	[2, 7, 10]	27
2*11+5	[2, 5, 11]	27
2*12+3	[2, 3, 12]	27
3*5+12	[3, 5, 12]	27
3*6+9	[3, 6, 9]	27
3*7+6	[3, 6, 7]	27
(4+5)*3	[3, 4, 5]	27
4*5+7	[4, 5, 7]	27
4*6+3	[3, 4, 6]	27
2+3+8+14	[2, 3, 8, 14]	27
2+3+9+13	[2, 3, 9, 13]	27
2+3+10+12	[2, 3, 10, 12]	27
2+4+7+14	[2, 4, 7, 14]	27
2+4+8+13	[2, 4, 8, 13]	27
2+4+9+12	[2, 4, 9, 12]	27
2+4+10+11	[2, 4, 10, 11]	27
2+5+6+14	[2, 5, 6, 14]	27
2+5+7+13	[2, 5, 7, 13]	27
2+5+8+12	[2, 5, 8, 12]	27
2+5+9+11	[2, 5, 9, 11]	27
2+6+7+12	[2, 6, 7, 12]	27
2+6+8+11	[2, 6, 8, 11]	27
2+6+9+10	[2, 6, 9, 10]	27
2+7+8+10	[2, 7, 8, 10]	27
3+4+6+14	[3, 4, 6, 14]	27
3+4+7+13	[3, 4, 7, 13]	27
3+4+8+12	[3, 4, 8, 12]	27
3+4+9+11	[3, 4, 9, 11]	27
3+5+6+13	[3, 5, 6, 13]	27
3+5+7+12	[3, 5, 7, 12]	27
3+5+8+11	[3, 5, 8, 11]	27
3+5+9+10	[3, 5, 9, 10]	27
3+6+7+11	[3, 6, 7, 11]	27
3+6+8+10	[3, 6, 8, 10]	27
3+7+8+9	[3, 7, 8, 9]	27
4+5+6+12	[4, 5, 6, 12]	27
4+5+7+11	[4, 5, 7, 11]	27
4+5+8+10	[4, 5, 8, 10]	27
4+6+7+10	[4, 6, 7, 10]	27
4+6+8+9	[4, 6, 8, 9]	27
5+6+7+9	[5, 6, 7, 9]	27
2*6+3*5	[2, 3, 5, 6]	27
2+4+3*7	[2, 3, 4, 7]	27
3+4+2*10	[2, 3, 4, 10]	27
2+13+3*4	[2, 3, 4, 13]	27
2+10+3*5	[2, 3, 5, 10]	27
3+14+2*5	[2, 3, 5, 14]	27
2+7+3*6	[2, 3, 6, 7]	27
3+6+2*9	[2, 3, 6, 9]	27
3+12+2*6	[2, 3, 6, 12]	27
3+10+2*7	[2, 3, 7, 10]	27
7+14+2*3	[2, 3, 7, 14]	27
8+13+2*3	[2, 3, 8, 13]	27
9+12+2*3	[2, 3, 9, 12]	27
10+11+2*3	[2, 3, 10, 11]	27
4+5+2*9	[2, 4, 5, 9]	27
4+13+2*5	[2, 4, 5, 13]	27
5+14+2*4	[2, 4, 5, 14]	27
4+11+2*6	[2, 4, 6, 11]	27
6+13+2*4	[2, 4, 6, 13]	27
4+7+2*8	[2, 4, 7, 8]	27
4+9+2*7	[2, 4, 7, 9]	27
7+12+2*4	[2, 4, 7, 12]	27
8+11+2*4	[2, 4, 8, 11]	27
9+10+2*4	[2, 4, 9, 10]	27
5+6+2*8	[2, 5, 6, 8]	27
5+10+2*6	[2, 5, 6, 10]	27
6+11+2*5	[2, 5, 6, 11]	27
5+8+2*7	[2, 5, 7, 8]	27
7+10+2*5	[2, 5, 7, 10]	27
8+9+2*5	[2, 5, 8, 9]	27
7+8+2*6	[2, 6, 7, 8]	27
4+5+3*6	[3, 4, 5, 6]	27
4+8+3*5	[3, 4, 5, 8]	27
5+10+3*4	[3, 4, 5, 10]	27
6+9+3*4	[3, 4, 6, 9]	27
7+8+3*4	[3, 4, 7, 8]	27
(2+3)*4+7	[2, 3, 4, 7]	27
(4+8)*2+3	[2, 3, 4, 8]	27
(2+4)*3+9	[2, 3, 4, 9]	27
(3+4)*2+13	[2, 3, 4, 13]	27
(2+5)*3+6	[2, 3, 5, 6]	27
(5+7)*2+3	[2, 3, 5, 7]	27
(3+8)*2+5	[2, 3, 5, 8]	27
(3+5)*2+11	[2, 3, 5, 11]	27
(3+6)*2+9	[2, 3, 6, 9]	27
(4+7)*2+5	[2, 4, 5, 7]	27
(4+5)*2+9	[2, 4, 5, 9]	27
(4+6)*2+7	[2, 4, 6, 7]	27
2*14	[2, 14]	28
4*7	[4, 7]	28
(2+5)*4	[2, 4, 5]	28
2*7+14	[2, 7, 14]	28
2*8+12	[2, 8, 12]	28
2*9+10	[2, 9, 10]	28
2*10+8	[2, 8, 10]	28
2*11+6	[2, 6, 11]	28
2*12+4	[2, 4, 12]	28
3*5+13	[3, 5, 13]	28
3*6+10	[3, 6, 10]	28
3*8+4	[3, 4, 8]	28
(3+11)*2	[2, 3, 11]	28
4*5+8	[4, 5, 8]	28
(4+10)*2	[2, 4, 10]	28
(5+9)*2	[2, 5, 9]	28
(6+8)*2	[2, 6, 8]	28
2+3+9+14	[2, 3, 9, 14]	28
2+3+10+13	[2, 3, 10, 13]	28
2+3+11+12	[2, 3, 11, 12]	28
2+4+8+14	[2, 4, 8, 14]	28
2+4+9+13	[2, 4, 9, 13]	28
